OP,Sim,Value
3,5067,0.448410553
4,5067,0.734963212
5,5067,0.374198876
6,5067,0.393398062
7,5067,0.412303145
8,5067,0.107226419
9,5067,0.923003759
10,5067,0.733181634
1,5068,0.736141408
2,5068,0.660307546
3,5068,0.686078924
4,5068,0.498604818
5,5068,0.339025906
6,5068,0.55711734
7,5068,0.847893138
8,5068,0.078341472
9,5068,0.776507622
10,5068,0.847521076
1,5069,0.942976108
2,5069,0.49197286
3,5069,0.164211784
4,5069,0.579353844
5,5069,0.076192042
6,5069,0.392976715
7,5069,0.965424024
8,5069,0.521115899
9,5069,0.772620854
10,5069,0.12146335
1,5070,0.64915966
2,5070,0.860630362
3,5070,0.433638679
4,5070,0.569718603
5,5070,0.160972745
6,5070,0.869271702
7,5070,0.00247034
8,5070,0.451208861
9,5070,0.955890207
10,5070,0.76137271
1,5071,0.104443619
2,5071,0.017423003
3,5071,0.084448364
4,5071,0.256885172
5,5071,0.425283956
6,5071,0.448419931
7,5071,0.1298828
8,5071,0.28013839
9,5071,0.46713387
10,5071,0.343373614
1,5072,0.926659298
2,5072,0.838566373
3,5072,0.420097768
4,5072,0.485426051
5,5072,0.802094636
6,5072,0.718499935
7,5072,0.974153609
8,5072,0.940586103
9,5072,0.861511446
10,5072,0.60572103
1,5073,0.916841944
2,5073,0.871421782
3,5073,0.720032239
4,5073,0.430509891
5,5073,0.415902964
6,5073,0.380080545
7,5073,0.331355282
8,5073,0.009314567
9,5073,0.975532776
10,5073,0.425333539
1,5074,0.763031612
2,5074,0.334035456
3,5074,0.50743419
4,5074,0.078187005
5,5074,0.013476706
6,5074,0.360778386
7,5074,0.502095947
8,5074,0.272490641
9,5074,0.791231973
10,5074,0.179984788
1,5075,0.056380953
2,5075,0.895665346
3,5075,0.177202619
4,5075,0.879770409
5,5075,0.346014312
6,5075,0.10400387
7,5075,0.581953705
8,5075,0.495982999
9,5075,0.10441041
10,5075,0.7488958
1,5076,0.754087546
2,5076,0.168112439
3,5076,0.360042656
4,5076,0.527311346
5,5076,0.871422175
6,5076,0.124491281
7,5076,0.076562545
8,5076,0.074749526
9,5076,0.156740008
10,5076,0.526223332
1,5077,0.981403722
2,5077,0.81033234
3,5077,0.178624778
4,5077,0.962913725
5,5077,0.23137611
6,5077,0.588092762
7,5077,0.284645205
8,5077,0.84972583
9,5077,0.626205547
10,5077,0.727150494
1,5078,0.567232718
2,5078,0.605683467
3,5078,0.650259691
4,5078,0.84628137
5,5078,0.466231716
6,5078,0.550957777
7,5078,0.216497962
8,5078,0.340076099
9,5078,0.189185794
10,5078,0.444851479
1,5079,0.41080423
2,5079,0.679906368
3,5079,0.369415217
4,5079,0.177910718
5,5079,0.165856789
6,5079,0.939247613
7,5079,0.683606575
8,5079,0.97048101
9,5079,0.544430923
10,5079,0.813964995
1,5080,0.370566627
2,5080,0.492558356
3,5080,0.579695353
4,5080,0.316441992
5,5080,0.3027336
6,5080,0.239742824
7,5080,0.693597742
8,5080,0.540320568
9,5080,0.410506899
10,5080,0.492540659
1,5081,0.62603992
2,5081,0.536322234
3,5081,0.170641089
4,5081,0.879506424
5,5081,0.52856582
6,5081,0.619354539
7,5081,0.183489578
8,5081,0.728277498
9,5081,0.713202785
10,5081,0.414733563
1,5082,0.076978201
2,5082,0.353132782
3,5082,0.2535628
4,5082,0.885079007
5,5082,0.083761785
6,5082,0.995326606
7,5082,0.26352115
8,5082,0.088129637
9,5082,0.519936648
10,5082,0.303457676
1,5083,0.049482584
2,5083,0.733146736
3,5083,0.873560498
4,5083,0.989790344
5,5083,0.776107785
6,5083,0.945851776
7,5083,0.29725298
8,5083,0.740418415
9,5083,0.27627212
10,5083,0.375488073
1,5084,0.499583277
2,5084,0.292902116
3,5084,0.830392055
4,5084,0.59820388
5,5084,0.315194367
6,5084,0.478379839
7,5084,0.132839711
8,5084,0.138027375
9,5084,0.254489541
10,5084,0.101837091
1,5085,0.328089298
2,5085,0.794700812
3,5085,0.959860754
4,5085,0.104322666
5,5085,0.415037606
6,5085,0.341697935
7,5085,0.320478606
8,5085,0.332503483
9,5085,0.482144871
10,5085,0.32566347
1,5086,0.966024855
2,5086,0.482614553
3,5086,0.64344652
4,5086,0.112825803
5,5086,0.970034549
6,5086,0.241293451
7,5086,0.542736705
8,5086,0.884094826
9,5086,0.738883697
10,5086,0.512918029
1,5087,0.097513251
2,5087,0.625933026
3,5087,0.460311004
4,5087,0.458872429
5,5087,0.068151722
6,5087,0.850680189
7,5087,0.429782157
8,5087,0.24542997
9,5087,0.784543733
10,5087,0.350678982
1,5088,0.386676476
2,5088,0.595705695
3,5088,0.09044463
4,5088,0.691099365
5,5088,0.001368435
6,5088,0.29070362
7,5088,0.193492531
8,5088,0.599007656
9,5088,0.816630389
10,5088,0.936560908
1,5089,0.770852243
2,5089,0.686802528
3,5089,0.653639363
4,5089,0.448428753
5,5089,0.091198143
6,5089,0.585976852
7,5089,0.179865566
8,5089,0.472051148
9,5089,0.93528726
10,5089,0.480215932
1,5090,0.24485994
2,5090,0.020846014
3,5090,0.640226461
4,5090,0.656217561
5,5090,0.461635803
6,5090,0.458564363
7,5090,0.943024419
8,5090,0.33523619
9,5090,0.534261456
10,5090,0.314442982
1,5091,0.579519449
2,5091,0.430516955
3,5091,0.94117563
4,5091,0.707247069
5,5091,0.488809399
6,5091,0.839210233
7,5091,0.033323248
8,5091,0.897106896
9,5091,0.098758627
10,5091,0.709442567
1,5092,0.212204557
2,5092,0.118368308
3,5092,0.49626601
4,5092,0.021423368
5,5092,0.406140579
6,5092,0.175210079
7,5092,0.190671139
8,5092,0.700244832
9,5092,0.180510651
10,5092,0.070761542
1,5093,0.955528028
2,5093,0.573215766
3,5093,0.032967701
4,5093,0.364529577
5,5093,0.386719845
6,5093,0.096994588
7,5093,0.087431024
8,5093,0.828057373
9,5093,0.23643579
10,5093,0.476629736
1,5094,0.558858385
2,5094,0.288824722
3,5094,0.807030947
4,5094,0.781111744
5,5094,0.306804969
6,5094,0.806702873
7,5094,0.185481668
8,5094,0.344737313
9,5094,0.898214319
10,5094,0.503256068
1,5095,0.473660585
2,5095,0.110034113
3,5095,0.345172295
4,5095,0.462457478
5,5095,0.127202065
6,5095,0.149077897
7,5095,0.963563652
8,5095,0.095305975
9,5095,0.547626158
10,5095,0.563377791
1,5096,0.821026319
2,5096,0.469061411
3,5096,0.665780763
4,5096,0.111150603
5,5096,0.969771465
6,5096,0.209865741
7,5096,0.833342054
8,5096,0.138687041
9,5096,0.143951989
10,5096,0.5971171
1,5097,0.293914133
2,5097,0.83964592
3,5097,0.528184387
4,5097,0.870910015
5,5097,0.110411916
6,5097,0.107810066
7,5097,0.266492539
8,5097,0.49272581
9,5097,0.342078371
10,5097,0.955872767
1,5098,0.648081551
2,5098,0.801756469
3,5098,0.535923341
4,5098,0.554722978
5,5098,0.934009045
6,5098,0.016588567
7,5098,0.517961861
8,5098,0.115493937
9,5098,0.21294985
10,5098,0.945427676
1,5099,0.305330641
2,5099,0.31401183
3,5099,0.129902838
4,5099,0.729692172
5,5099,0.371812807
6,5099,0.03298107
7,5099,0.076678873
8,5099,0.228628195
9,5099,0.227411662
10,5099,0.348130345
1,5100,0.761388039
2,5100,0.96697835
3,5100,0.239412169
4,5100,0.716176189
5,5100,0.793194337
6,5100,0.824440611
7,5100,0.92826734
8,5100,0.545996763
9,5100,0.156859216
10,5100,0.186108269
1,5101,0.199438956
2,5101,0.100648888
3,5101,0.271672147
4,5101,0.774905521
5,5101,0.329438917
6,5101,0.97406709
7,5101,0.842252729
8,5101,0.377748825
9,5101,0.66782831
10,5101,0.36627705
1,5102,0.187836525
2,5102,0.892170419
3,5102,0.1862243
4,5102,0.613496036
5,5102,0.302134265
6,5102,0.872727595
7,5102,0.098052935
8,5102,0.685648923
9,5102,0.779948111
10,5102,0.094728455
1,5103,0.244898661
2,5103,0.724280869
3,5103,0.795636234
4,5103,0.215630504
5,5103,0.384945739
6,5103,0.142811317
7,5103,0.591562273
8,5103,0.844618132
9,5103,0.722530575
10,5103,0.618721469
1,5104,0.320147378
2,5104,0.572870095
3,5104,0.594587254
4,5104,0.105857472
5,5104,0.85001261
6,5104,0.734359183
7,5104,0.115205662
8,5104,0.085242636
9,5104,0.812060645
10,5104,0.501471548
1,5105,0.458809428
2,5105,0.482363212
3,5105,0.314863784
4,5105,0.830974967
5,5105,0.77791824
6,5105,0.161241767
7,5105,0.911532055
8,5105,0.290111799
9,5105,0.155454531
10,5105,0.963543975
1,5106,0.070172337
2,5106,0.567999307
3,5106,0.500912365
4,5106,0.515915003
5,5106,0.808800696
6,5106,0.006400247
7,5106,0.206444409
8,5106,0.54360032
9,5106,0.387104403
10,5106,0.528762777
1,5107,0.981737313
2,5107,0.044862628
3,5107,0.111250946
4,5107,0.382408197
5,5107,0.833483602
6,5107,0.372449289
7,5107,0.524516415
8,5107,0.038824412
9,5107,0.459994321
10,5107,0.190076982
1,5108,0.840398825
2,5108,0.685913503
3,5108,0.498397904
4,5108,0.746348336
5,5108,0.74534544
6,5108,0.959130244
7,5108,0.830999864
8,5108,0.467961579
9,5108,0.789746517
10,5108,0.311383871
1,5109,0.164964909
2,5109,0.766003372
3,5109,0.256661759
4,5109,0.921995562
5,5109,0.421718748
6,5109,0.077473824
7,5109,0.252756752
8,5109,0.081500492
9,5109,0.353100551
10,5109,0.644639921
1,5110,0.040794904
2,5110,0.619381815
3,5110,0.262658254
4,5110,0.784147879
5,5110,0.126482699
6,5110,0.319482834
7,5110,0.700913405
8,5110,0.296410419
9,5110,0.526716451
10,5110,0.586227519
1,5111,0.167995065
2,5111,0.603220152
3,5111,0.344463332
4,5111,0.201036047
5,5111,0.28670853
6,5111,0.985896327
7,5111,0.478098547
8,5111,0.489501227
9,5111,0.353292154
10,5111,0.009261192
1,5112,0.205851331
2,5112,0.15616832
3,5112,0.090098308
4,5112,0.795221622
5,5112,0.971140683
6,5112,0.550115248
7,5112,0.37337676
8,5112,0.250386871
9,5112,0.064019651
10,5112,0.907780716
1,5113,0.987728443
2,5113,0.731287825
3,5113,0.567927592
4,5113,0.759533276
5,5113,0.813172293
6,5113,0.729817526
7,5113,0.582205518
8,5113,0.96437052
9,5113,0.28649868
10,5113,0.753084736
1,5114,0.662579634
2,5114,0.675465521
3,5114,0.579471707
4,5114,0.618962541
5,5114,0.162534606
6,5114,0.630112616
7,5114,0.059654197
8,5114,0.802274451
9,5114,0.84195518
10,5114,0.908849899
1,5115,0.42351158
2,5115,0.662935741
3,5115,0.185288264
4,5115,0.403620081
5,5115,0.6133053
6,5115,0.725435856
7,5115,0.237233239
8,5115,0.440396799
9,5115,0.76129428
10,5115,0.236392094
1,5116,0.636993405
2,5116,0.273093337
3,5116,0.395421936
4,5116,0.687591105
5,5116,0.440980517
6,5116,0.380978699
7,5116,0.53723879
8,5116,0.945555829
9,5116,0.015467321
10,5116,0.158504882
1,5117,0.263290504
2,5117,0.421381632
3,5117,0.722677154
4,5117,0.895564008
5,5117,0.45620987
6,5117,0.505832932
7,5117,0.370086903
8,5117,0.616380488
9,5117,0.49795688
10,5117,0.80183964
1,5118,0.857586035
2,5118,0.226838972
3,5118,0.586719243
4,5118,0.509649525
5,5118,8.20716E-06
6,5118,0.888573831
7,5118,0.45573686
8,5118,0.745512879
9,5118,0.434087026
10,5118,0.662630209
1,5119,0.709939548
2,5119,0.951235189
3,5119,0.962214458
4,5119,0.68808108
5,5119,0.250802647
6,5119,0.2552796
7,5119,0.201974039
8,5119,0.672500663
9,5119,0.527198089
10,5119,0.11714619
1,5120,0.085860586
2,5120,0.321352748
3,5120,0.603139391
4,5120,0.336944442
5,5120,0.56990137
6,5120,0.982470885
7,5120,0.867285132
8,5120,0.231893948
9,5120,0.828485439
10,5120,0.452272891
1,5121,0.986789709
2,5121,0.962506657
3,5121,0.584036619
4,5121,0.298069614
5,5121,0.595728329
6,5121,0.155503544
7,5121,0.299772709
8,5121,0.156874015
9,5121,0.660739556
10,5121,0.970441098
1,5122,0.075510336
2,5122,0.881160636
3,5122,0.41805341
4,5122,0.169604938
5,5122,0.829005569
6,5122,0.097335851
7,5122,0.05614292
8,5122,0.944924008
9,5122,0.976564375
10,5122,0.339261366
1,5123,0.06011084
2,5123,0.311025858
3,5123,0.767580533
4,5123,0.752122692
5,5123,0.937073293
6,5123,0.205210934
7,5123,0.027604077
8,5123,0.642043207
9,5123,0.779475575
10,5123,0.92741008
1,5124,0.341777235
2,5124,0.750909743
3,5124,0.458648005
4,5124,0.202330844
5,5124,0.781438355
6,5124,0.768193717
7,5124,0.856285737
8,5124,0.368341984
9,5124,0.685443293
10,5124,0.446916845
1,5125,0.682900116
2,5125,0.454092392
3,5125,0.082107269
4,5125,0.089443448
5,5125,0.368499935
6,5125,0.636074514
7,5125,0.801999437
8,5125,0.413962443
9,5125,0.130517982
10,5125,0.362164897
1,5126,0.875217
2,5126,0.393975731
3,5126,0.644240571
4,5126,0.082395343
5,5126,0.493748748
6,5126,0.562330191
7,5126,0.114738992
8,5126,0.314135222
9,5126,0.038837966
10,5126,0.137392234
1,5127,0.345641353
2,5127,0.539426238
3,5127,0.519921323
4,5127,0.175924618
5,5127,0.724623573
6,5127,0.331041469
7,5127,0.878727494
8,5127,0.836995019
9,5127,0.478661375
10,5127,0.549702325
1,5128,0.903715899
2,5128,0.610704668
3,5128,0.476605336
4,5128,0.692999916
5,5128,0.792372494
6,5128,0.878279569
7,5128,0.803191095
8,5128,0.975014804
9,5128,0.113227246
10,5128,0.255732977
1,5129,0.892373943
2,5129,0.29594086
3,5129,0.630912042
4,5129,0.616145549
5,5129,0.302470989
6,5129,0.921533755
7,5129,0.127116176
8,5129,0.818447254
9,5129,0.729213266
10,5129,0.682068668
1,5130,0.08572806
2,5130,0.809070622
3,5130,0.395778202
4,5130,0.599264422
5,5130,0.000523606
6,5130,0.482204712
7,5130,0.170883172
8,5130,0.997547492
9,5130,0.743582891
10,5130,0.438129252
1,5131,0.244927977
2,5131,0.218037952
3,5131,0.428845845
4,5131,0.097824465
5,5131,0.702843198
6,5131,0.314047739
7,5131,0.352112017
8,5131,0.895854933
9,5131,0.993508561
10,5131,0.407346966
1,5132,0.30447484
2,5132,0.320872575
3,5132,0.777821069
4,5132,0.756292283
5,5132,0.99785466
6,5132,0.431049755
7,5132,0.374037127
8,5132,0.197414599
9,5132,0.897901692
10,5132,0.419896826
1,5133,0.676466392
2,5133,0.905227024
3,5133,0.842449326
4,5133,0.09986332
5,5133,0.082741675
6,5133,0.211065804
7,5133,0.909887705
8,5133,0.630958049
9,5133,0.670044484
10,5133,0.597544175
1,5134,0.024959427
2,5134,0.211992825
3,5134,0.313865706
4,5134,0.233936413
5,5134,0.380550687
6,5134,0.749568449
7,5134,0.273792923
8,5134,0.923225402
9,5134,0.924393869
10,5134,0.386404879
1,5135,0.218937236
2,5135,0.056413354
3,5135,0.342968684
4,5135,0.679285166
5,5135,0.24310123
6,5135,0.387324397
7,5135,0.226480378
8,5135,0.085389507
9,5135,0.759719833
10,5135,0.189277837
1,5136,0.009699312
2,5136,0.993289263
3,5136,0.508423775
4,5136,0.275379235
5,5136,0.939862742
6,5136,0.025482403
7,5136,0.888622768
8,5136,0.295472699
9,5136,0.489799212
10,5136,0.269013132
1,5137,0.310414797
2,5137,0.912689677
3,5137,0.752135253
4,5137,0.053181082
5,5137,0.229412895
6,5137,0.214016565
7,5137,0.573748182
8,5137,0.641713171
9,5137,0.112475042
10,5137,0.472414092
1,5138,0.066718879
2,5138,0.421062513
3,5138,0.006363809
4,5138,0.347079299
5,5138,0.950793468
6,5138,0.277345508
7,5138,0.545066507
8,5138,0.105632483
9,5138,0.290071113
10,5138,0.126236601
1,5139,0.336525368
2,5139,0.828457088
3,5139,0.851951461
4,5139,0.198598156
5,5139,0.663774235
6,5139,0.059921624
7,5139,0.50929091
8,5139,0.457536134
9,5139,0.183953743
10,5139,0.783599715
1,5140,0.147157797
2,5140,0.149030433
3,5140,0.702799604
4,5140,0.41677968
5,5140,0.3273123
6,5140,0.303275751
7,5140,0.698694476
8,5140,0.370564034
9,5140,0.871227008
10,5140,0.34332393
1,5141,0.801136981
2,5141,0.117980291
3,5141,0.05600469
4,5141,0.8670332
5,5141,0.135975189
6,5141,0.968158159
7,5141,0.919192171
8,5141,0.725568555
9,5141,0.591318767
10,5141,0.200354226
1,5142,0.210083666
2,5142,0.445855896
3,5142,0.171991337
4,5142,0.342697749
5,5142,0.892614265
6,5142,0.819949978
7,5142,0.172134219
8,5142,0.597592911
9,5142,0.333078542
10,5142,0.521047789
1,5143,0.347223643
2,5143,0.846278925
3,5143,0.321444531
4,5143,0.437982061
5,5143,0.905359864
6,5143,0.120989142
7,5143,0.81260871
8,5143,0.808092642
9,5143,0.380597067
10,5143,0.310069767
1,5144,0.500544549
2,5144,0.656018283
3,5144,0.996928017
4,5144,0.956103504
5,5144,0.260812676
6,5144,0.191785719
7,5144,0.098638559
8,5144,0.93667101
9,5144,0.180168523
10,5144,0.813358463
1,5145,0.250346006
2,5145,0.688676271
3,5145,0.573061907
4,5145,0.307680092
5,5145,0.967816015
6,5145,0.179199581
7,5145,0.970250415
8,5145,0.629458692
9,5145,0.122349176
10,5145,0.029550608
1,5146,0.037328844
2,5146,0.800012824
3,5146,0.404456726
4,5146,0.51697263
5,5146,0.258101002
6,5146,0.623703209
7,5146,0.77692315
8,5146,0.02727345
9,5146,0.215076826
10,5146,0.390677546
1,5147,0.102233655
2,5147,0.709268326
3,5147,0.486398851
4,5147,0.364216457
5,5147,0.651737127
6,5147,0.227608659
7,5147,0.863391129
8,5147,0.825735511
9,5147,0.019107259
10,5147,0.881213076
1,5148,0.248108074
2,5148,0.639178016
3,5148,0.281301605
4,5148,0.388436772
5,5148,0.290529827
6,5148,0.654742016
7,5148,0.462444478
8,5148,0.472992322
9,5148,0.347400933
10,5148,0.203568214
1,5149,0.369439473
2,5149,0.110190696
3,5149,0.653411211
4,5149,0.393012974
5,5149,0.348449909
6,5149,0.81609072
7,5149,0.615872486
8,5149,0.303329845
9,5149,0.425518918
10,5149,0.940158421
1,5150,0.488261435
2,5150,0.321782003
3,5150,0.921251914
4,5150,0.497491419
5,5150,0.346766856
6,5150,0.474498129
7,5150,0.128740193
8,5150,0.804896238
9,5150,0.869221136
10,5150,0.712849791
1,5151,0.706741031
2,5151,0.282382678
3,5151,0.705571081
4,5151,0.095406765
5,5151,0.345987461
6,5151,0.146751847
7,5151,0.955193145
8,5151,0.2724139
9,5151,0.920869576
10,5151,0.052464446
1,5152,0.373336577
2,5152,0.381747363
3,5152,0.70659667
4,5152,0.379750413
5,5152,0.691637869
6,5152,0.730609154
7,5152,0.911818146
8,5152,0.655503154
9,5152,0.707662226
10,5152,0.3900296
1,5153,0.130866152
2,5153,0.299367803
3,5153,0.773717387
4,5153,0.539397904
5,5153,0.457709622
6,5153,0.250256955
7,5153,0.752192823
8,5153,0.431985786
9,5153,0.073249625
10,5153,0.509699496
1,5154,0.718368703
2,5154,0.801693227
3,5154,0.576232065
4,5154,0.591905889
5,5154,0.933185097
6,5154,0.766709218
7,5154,0.685686503
8,5154,0.131027364
9,5154,0.124681981
10,5154,0.981465321
1,5155,0.821842972
2,5155,0.519919885
3,5155,0.940066129
4,5155,0.285687531
5,5155,0.814163214
6,5155,0.676142591
7,5155,0.481778767
8,5155,0.344689283
9,5155,0.136855791
10,5155,0.824184249
1,5156,0.231446574
2,5156,0.606097913
3,5156,0.799640972
4,5156,0.876045469
5,5156,0.317974946
6,5156,0.28978271
7,5156,0.2495288
8,5156,0.049111454
9,5156,0.249221631
10,5156,0.577779935
1,5157,0.705124719
2,5157,0.601280271
3,5157,0.54612088
4,5157,0.777663393
5,5157,0.465031374
6,5157,0.900058719
7,5157,0.431625175
8,5157,0.933453362
9,5157,0.638548933
10,5157,0.504918331
1,5158,0.002611567
2,5158,0.911152904
3,5158,0.814852962
4,5158,0.243358971
5,5158,0.040046196
6,5158,0.716827186
7,5158,0.025949695
8,5158,0.371481867
9,5158,0.837430683
10,5158,0.629262947
1,5159,0.151503139
2,5159,0.035404922
3,5159,0.866294527
4,5159,0.98786513
5,5159,0.459622398
6,5159,0.027206339
7,5159,0.88943292
8,5159,0.337156466
9,5159,0.064202527
10,5159,0.490218578
1,5160,0.513444792
2,5160,0.250759381
3,5160,0.928034741
4,5160,0.486515289
5,5160,0.149867875
6,5160,0.226192282
7,5160,0.792179125
8,5160,0.863516763
9,5160,0.008910646
10,5160,0.539720636
1,5161,0.748859837
2,5161,0.806394994
3,5161,0.839700314
4,5161,0.179182729
5,5161,0.378728063
6,5161,0.120111412
7,5161,0.568896364
8,5161,0.32099194
9,5161,0.140397314
10,5161,0.333591239
1,5162,0.394867601
2,5162,0.516224001
3,5162,0.199650851
4,5162,0.776347242
5,5162,0.271897168
6,5162,0.440598438
7,5162,0.745375382
8,5162,0.13712265
9,5162,0.637091823
10,5162,0.668368222
1,5163,0.886264644
2,5163,0.765857535
3,5163,0.595608297
4,5163,0.416651146
5,5163,0.785540259
6,5163,0.466297244
7,5163,0.54919104
8,5163,0.149523576
9,5163,0.437472666
10,5163,0.965345611
1,5164,0.095631377
2,5164,0.608863747
3,5164,0.331604669
4,5164,0.050960236
5,5164,0.710096356
6,5164,0.701657164
7,5164,0.784890578
8,5164,0.90265724
9,5164,0.323320914
10,5164,0.646679545
1,5165,0.846527217
2,5165,0.250342951
3,5165,0.722753689
4,5165,0.356918273
5,5165,0.519364092
6,5165,0.709586769
7,5165,0.901697141
8,5165,0.517548671
9,5165,0.018500002
10,5165,0.437154243
1,5166,0.724687336
2,5166,0.802152698
3,5166,0.289818048
4,5166,0.884742189
5,5166,0.345920822
6,5166,0.613198616
7,5166,0.178030129
8,5166,0.442988996
9,5166,0.57279908
10,5166,0.296482415
1,5167,0.801489975
2,5167,0.046086997
3,5167,0.350028767
4,5167,0.148203021
5,5167,0.357543467
6,5167,0.923025163
7,5167,0.464757047
8,5167,0.387011837
9,5167,0.354014156
10,5167,0.874270395
1,5168,0.904629249
2,5168,0.242187687
3,5168,0.248752028
4,5168,0.0190889
5,5168,0.487409003
6,5168,0.137468579
7,5168,0.376296804
8,5168,0.567404694
9,5168,0.385934548
10,5168,0.928587221
1,5169,0.211162944
2,5169,0.517744423
3,5169,0.408306169
4,5169,0.391844867
5,5169,0.096053466
6,5169,0.511278015
7,5169,0.980104546
8,5169,0.997692282
9,5169,0.506680511
10,5169,0.868696765
1,5170,0.335598955
2,5170,0.233013402
3,5170,0.750564954
4,5170,0.087421925
5,5170,0.034228889
6,5170,0.351521811
7,5170,0.173686546
8,5170,0.647435313
9,5170,0.506051008
10,5170,0.429744617
1,5171,0.403150365
2,5171,0.170099818
3,5171,0.784752828
4,5171,0.616506742
5,5171,0.569627364
6,5171,0.930153089
7,5171,0.313922193
8,5171,0.627468835
9,5171,0.146047918
10,5171,0.649393987
1,5172,0.478163362
2,5172,0.595884484
3,5172,0.540591072
4,5172,0.781467429
5,5172,0.98687383
6,5172,0.233930537
7,5172,0.97751054
8,5172,0.832604135
9,5172,0.081248021
10,5172,0.718532903
1,5173,0.088812029
2,5173,0.492807233
3,5173,0.981917519
4,5173,0.910245792
5,5173,0.501359254
6,5173,0.220112569
7,5173,0.464920287
8,5173,0.959588692
9,5173,0.6368543
10,5173,0.070697965
1,5174,0.496589135
2,5174,0.898311265
3,5174,0.250352111
4,5174,0.420000933
5,5174,0.583997938
6,5174,0.580439451
7,5174,0.172987541
8,5174,0.299527861
9,5174,0.273705786
10,5174,0.02060831
1,5175,0.51277366
2,5175,0.561881533
3,5175,0.766879847
4,5175,0.34620989
5,5175,0.236003004
6,5175,0.379889849
7,5175,0.308050324
8,5175,0.327474332
9,5175,0.594340814
10,5175,0.198782075
1,5176,0.950060029
2,5176,0.361785397
3,5176,0.752209611
4,5176,0.052446128
5,5176,0.404750356
6,5176,0.008605968
7,5176,0.022684027
8,5176,0.90644038
9,5176,0.82368856
10,5176,0.920203275
1,5177,0.721257904
2,5177,0.84203935
3,5177,0.917527797
4,5177,0.592965403
5,5177,0.20106328
6,5177,0.676496903
7,5177,0.96711184
8,5177,0.965560657
9,5177,0.943954678
10,5177,0.904751787
1,5178,0.878074761
2,5178,0.817509849
3,5178,0.409367922
4,5178,0.823315062
5,5178,0.137729802
6,5178,0.633224094
7,5178,0.368020543
8,5178,0.235891124
9,5178,0.000533601
10,5178,0.912356621
1,5179,0.000980649
2,5179,0.958274007
3,5179,0.480753383
4,5179,0.87205211
5,5179,0.538940664
6,5179,0.740326629
7,5179,0.617780324
8,5179,0.150566869
9,5179,0.799045542
10,5179,0.470785576
1,5180,0.954242126
2,5180,0.420609617
3,5180,0.019981519
4,5180,0.418880738
5,5180,0.528891531
6,5180,0.813740021
7,5180,0.900704685
8,5180,0.592820592
9,5180,0.105668688
10,5180,0.406475696
1,5181,0.418861453
2,5181,0.807937003
3,5181,0.59990463
4,5181,0.235092456
5,5181,0.320434672
6,5181,0.591470244
7,5181,0.385224446
8,5181,0.373363402
9,5181,0.164473341
10,5181,0.977035251
1,5182,0.243562827
2,5182,0.873121127
3,5182,0.180546801
4,5182,0.153622051
5,5182,0.778272771
6,5182,0.931030989
7,5182,0.61211781
8,5182,0.793885494
9,5182,0.136077262
10,5182,0.089408054
1,5183,0.611098714
2,5183,0.474060866
3,5183,0.28937744
4,5183,0.968904736
5,5183,0.355468962
6,5183,0.992194946
7,5183,0.920053763
8,5183,0.54798225
9,5183,0.611616062
10,5183,0.592440256
1,5184,0.778751149
2,5184,0.729100878
3,5184,0.699359242
4,5184,0.542881379
5,5184,0.38731549
6,5184,0.677071713
7,5184,0.500356075
8,5184,0.428159171
9,5184,0.603031768
10,5184,0.111138605
1,5185,0.389461986
2,5185,0.898165158
3,5185,0.416774575
4,5185,0.52275863
5,5185,0.122939711
6,5185,0.823970737
7,5185,0.59872311
8,5185,0.856775562
9,5185,0.693104105
10,5185,0.791216903
1,5186,0.464470862
2,5186,0.125306049
3,5186,0.218492689
4,5186,0.630740354
5,5186,0.505628202
6,5186,0.010290084
7,5186,0.597656453
8,5186,0.440840481
9,5186,0.945273868
10,5186,0.355623484
1,5187,0.690054572
2,5187,0.925610446
3,5187,0.734831985
4,5187,0.362669854
5,5187,0.309688945
6,5187,0.927077535
7,5187,0.373613311
8,5187,0.57895124
9,5187,0.386149381
10,5187,0.996931129
1,5188,0.248217593
2,5188,0.593560786
3,5188,0.836600147
4,5188,0.308024586
5,5188,0.184027775
6,5188,0.620907491
7,5188,0.298858494
8,5188,0.848551665
9,5188,0.520749605
10,5188,0.174549981
1,5189,0.191613921
2,5189,0.237535093
3,5189,0.884103483
4,5189,0.22604035
5,5189,0.234906689
6,5189,0.110513537
7,5189,0.595489458
8,5189,0.28889616
9,5189,0.507254126
10,5189,0.471725678
1,5190,0.950765411
2,5190,0.564740229
3,5190,0.47647345
4,5190,0.980127691
5,5190,0.035173095
6,5190,0.500783438
7,5190,0.840584826
8,5190,0.051753419
9,5190,0.33521491
10,5190,0.477952662
1,5191,0.421635947
2,5191,0.767431094
3,5191,0.993288275
4,5191,0.414168049
5,5191,0.138997119
6,5191,0.529424633
7,5191,0.476150607
8,5191,0.330810445
9,5191,0.864485597
10,5191,0.464786565
1,5192,0.639287926
2,5192,0.211359718
3,5192,0.840161044
4,5192,0.667141435
5,5192,0.521794923
6,5192,0.025591566
7,5192,0.869699128
8,5192,0.187502017
9,5192,0.503137266
10,5192,0.431844653
1,5193,0.511739265
2,5193,0.996772142
3,5193,0.570693395
4,5193,0.159746689
5,5193,0.059352525
6,5193,0.032460394
7,5193,0.093809354
8,5193,0.673827696
9,5193,0.257596
10,5193,0.927484537
1,5194,0.922354378
2,5194,0.071555884
3,5194,0.506529291
