Sim Num,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
5273,35,17,35,25,15,30,7,41,40,8,25,3,5,25,1,26,27,12,44,42,17,20,12,33,31,13,26,25,37,2,27,18,15,32,12,32,40,9,39,24,32,30,3,4,25,16,43,16,28,25,29,38,1,35,40,38,1,12,36,39,8,28,29,14,13,17,23,14,28,7,24,11,34,34,40,43,25,29,7,10,19,18,36,17,39,15,24,17,28,41
5274,30,15,29,23,26,14,31,34,11,8,44,10,28,31,31,38,44,40,12,17,31,6,30,6,3,39,4,22,11,36,12,38,36,20,24,12,43,20,37,27,42,18,19,20,35,9,32,3,6,35,39,27,40,13,22,27,1,44,10,21,31,25,5,25,5,17,11,15,41,28,38,31,26,40,20,26,27,11,33,22,3,38,35,38,28,14,44,10,31,7
5275,20,42,2,21,16,28,11,16,39,15,14,29,28,28,25,2,19,7,27,20,40,8,4,19,33,35,8,41,8,22,11,20,15,19,20,29,14,30,36,23,14,40,6,16,1,42,19,41,40,13,41,29,38,42,11,40,38,21,24,36,31,4,22,41,16,7,30,17,25,16,38,4,2,29,14,24,39,11,20,14,27,39,42,26,27,9,33,41,23,11
5276,38,24,6,33,3,16,33,1,39,44,5,20,23,15,20,16,28,2,34,2,18,4,22,11,34,29,16,8,4,41,21,32,36,3,19,2,21,21,26,39,19,17,5,31,11,11,44,39,42,13,32,3,27,18,18,41,31,6,9,16,26,11,42,28,37,5,8,40,34,13,29,38,29,40,9,35,22,27,16,22,37,13,34,13,30,5,20,39,28,15
5277,8,21,32,3,4,17,22,27,41,37,15,33,9,3,41,11,6,33,23,38,12,15,14,28,38,38,29,44,37,8,13,6,16,40,8,3,16,27,33,30,21,44,21,5,41,32,9,36,42,36,12,44,10,36,42,14,14,40,13,29,42,5,40,25,24,7,31,22,31,13,42,44,17,6,28,30,7,25,41,26,37,32,5,28,8,15,39,25,41,3
5278,27,29,4,36,37,19,28,4,34,32,2,13,36,20,5,7,22,41,2,10,35,21,22,2,17,33,10,1,32,8,20,22,27,19,23,34,25,10,31,40,15,31,28,31,3,31,10,3,3,42,44,14,13,19,6,8,42,16,14,17,6,9,44,20,3,19,39,33,31,11,18,44,21,35,38,9,42,34,37,26,31,40,33,11,25,8,15,32,6,39
5279,14,9,3,22,30,12,12,39,27,16,2,31,9,14,2,31,34,37,34,28,1,44,9,40,21,3,38,28,10,4,14,26,14,8,26,6,18,43,15,7,2,34,13,14,11,12,29,14,25,6,28,26,25,32,25,10,38,21,5,23,31,6,37,37,13,44,17,36,15,35,28,19,6,30,43,9,37,14,39,27,28,35,9,9,20,42,17,40,8,36
5280,1,41,19,41,38,12,29,44,41,8,36,27,13,42,30,33,30,41,2,42,26,31,28,20,4,31,21,15,10,16,20,13,36,9,30,28,30,41,11,31,4,1,42,8,12,17,26,7,13,21,40,28,41,35,23,41,21,15,35,5,29,13,28,17,26,22,32,42,16,1,28,23,24,11,38,21,13,26,7,22,1,33,24,1,3,14,17,33,6,26
5281,2,30,21,16,27,1,43,15,34,6,35,30,20,30,4,29,3,41,20,10,5,28,33,41,3,23,17,31,20,30,8,26,20,43,1,4,15,27,12,26,4,27,14,3,28,19,43,13,39,35,38,4,25,14,1,8,36,18,26,31,7,35,3,32,38,16,34,10,36,8,4,2,23,32,38,33,40,38,42,27,14,27,13,37,23,18,29,18,23,39
5282,32,9,41,17,34,24,21,33,2,10,38,13,34,2,3,24,16,33,20,4,22,36,14,43,43,16,32,22,30,7,13,40,16,21,4,11,34,28,44,3,17,5,33,28,13,15,11,20,24,16,15,32,13,37,36,44,3,35,13,24,25,31,21,5,13,13,21,37,29,28,23,41,19,9,27,2,5,12,7,38,39,43,44,23,6,4,35,29,24,13
5283,9,28,42,1,25,33,4,23,3,28,28,39,29,27,44,19,18,20,18,31,37,21,41,3,14,36,5,28,19,43,17,30,30,5,27,36,42,2,4,28,42,5,11,18,36,42,13,30,35,19,42,38,6,38,19,22,9,4,27,10,11,12,19,30,41,6,40,2,28,21,3,23,30,42,33,20,40,13,28,37,35,8,30,39,27,15,31,28,9,28
5284,31,10,33,5,5,34,8,33,40,20,15,26,19,39,6,27,34,18,15,8,33,6,23,18,20,19,28,38,12,5,1,38,2,3,14,1,30,42,15,18,20,35,13,39,20,40,27,21,42,18,37,32,32,17,2,6,16,33,41,25,36,16,37,19,7,18,13,1,8,15,16,4,25,14,4,6,19,21,18,8,29,8,30,28,16,20,2,43,26,40
5285,5,5,41,7,8,7,35,12,36,33,2,42,1,35,32,4,17,29,4,41,32,39,35,18,22,20,13,26,15,13,16,39,13,22,2,1,27,17,34,27,18,28,11,38,34,11,1,22,7,40,31,16,11,38,40,20,13,25,25,2,1,5,39,37,43,24,10,5,7,24,41,9,16,17,34,27,3,39,7,3,4,23,8,32,14,15,44,33,1,27
5286,21,37,17,22,38,3,24,31,14,28,33,38,16,43,11,26,14,38,1,18,25,42,33,35,19,36,32,43,25,9,13,31,5,10,13,2,20,3,8,24,22,44,44,32,10,29,29,16,18,7,23,37,31,30,7,23,14,35,28,43,20,29,38,19,16,7,21,37,43,44,22,42,44,9,7,27,5,8,7,10,7,39,6,15,15,34,17,39,3,7
5287,12,7,36,2,32,42,44,32,36,25,4,17,33,26,34,18,20,33,4,8,40,40,21,2,34,30,41,4,42,4,23,28,24,27,29,31,19,4,23,43,17,29,39,3,1,39,43,7,39,14,28,15,1,28,3,9,28,20,42,11,3,32,11,32,15,11,8,12,30,40,24,44,32,27,25,31,7,39,44,7,3,43,28,23,39,35,23,24,16,9
5288,3,34,29,24,4,29,25,3,7,1,2,36,24,24,39,34,26,38,3,24,5,18,6,33,44,40,42,34,15,33,40,4,27,14,26,10,35,5,19,9,6,6,31,3,43,16,5,5,6,33,31,42,13,19,29,15,10,23,30,7,8,29,20,2,9,6,19,41,41,21,9,30,6,31,25,9,33,44,29,38,44,3,12,18,39,42,26,20,32,34
5289,32,35,42,3,3,19,36,13,23,19,7,9,3,30,24,28,36,16,6,21,11,9,7,2,43,22,5,3,12,24,34,26,10,22,43,2,42,11,5,20,2,44,15,29,36,7,23,21,1,29,36,8,3,43,36,18,3,36,12,36,8,21,4,16,20,28,13,41,41,42,2,17,43,25,4,44,25,3,23,13,13,31,15,2,22,33,10,28,38,14
5290,23,4,40,14,15,36,31,34,32,5,9,43,30,23,14,38,7,42,16,34,43,18,6,15,37,25,14,42,36,17,22,28,12,23,12,42,2,25,36,29,44,12,31,19,2,17,23,1,36,23,21,11,37,28,37,36,32,39,5,23,10,32,38,42,35,38,7,1,44,6,41,36,15,40,34,4,12,25,38,34,36,38,40,39,27,17,24,42,38,27
5291,21,31,21,20,7,24,10,23,37,25,18,2,36,12,17,30,14,23,37,7,23,34,13,30,10,42,1,18,24,29,20,2,40,39,10,28,43,4,26,41,41,1,38,1,7,39,2,44,19,7,1,14,33,27,23,25,9,7,33,10,12,33,43,14,1,2,42,39,6,34,10,43,30,28,17,36,1,15,41,11,8,19,24,23,41,34,15,38,24,42
5292,23,35,22,11,38,19,25,2,28,20,7,25,4,8,16,14,22,3,37,38,36,37,3,24,12,31,2,19,43,8,26,22,3,29,11,42,18,43,35,9,32,42,1,36,10,37,16,16,4,19,25,23,23,21,18,15,43,6,27,5,7,27,31,10,37,20,10,17,3,8,32,15,9,38,28,35,43,7,20,41,3,26,4,42,34,37,14,8,1,2
5293,1,22,2,1,5,14,15,26,16,44,32,43,41,6,37,17,25,39,3,6,36,12,19,11,2,25,13,43,22,11,9,44,15,43,25,20,10,10,36,36,25,37,21,3,14,18,24,12,6,3,13,6,7,19,13,16,6,44,30,35,18,14,9,16,41,27,35,22,12,44,32,40,40,32,44,14,15,38,40,1,6,34,43,29,29,34,8,40,16,30
5294,32,37,41,25,28,40,3,7,23,35,44,36,32,22,38,41,32,22,33,5,9,19,17,17,27,23,42,30,42,18,20,26,13,37,40,43,8,24,1,13,36,35,31,35,21,39,36,16,13,1,31,41,20,36,44,43,26,32,16,27,36,31,39,40,43,14,33,40,27,22,31,13,14,3,14,21,30,11,35,33,10,23,31,28,5,20,28,27,21,28
5295,41,37,30,28,30,37,26,37,12,1,19,22,12,10,29,8,21,19,3,32,24,11,39,11,5,14,15,25,30,28,5,30,39,44,32,11,31,36,30,31,4,10,29,13,2,1,30,29,37,28,23,23,14,43,5,18,37,20,20,30,33,7,22,25,20,8,13,39,11,9,18,17,25,22,6,15,11,10,42,10,5,29,10,39,44,1,12,11,25,22
5296,21,41,43,39,20,24,30,41,36,42,33,29,33,41,19,5,1,43,30,1,13,24,40,13,44,27,40,9,17,28,38,13,39,5,6,21,6,21,10,26,29,42,34,8,27,23,14,11,41,14,15,2,35,15,19,39,29,15,4,15,8,6,22,39,36,8,33,2,44,11,33,3,18,16,43,31,28,11,7,13,30,10,30,3,18,16,34,15,26,26
5297,35,17,14,25,21,6,3,15,7,1,9,30,43,22,25,38,4,16,10,2,31,4,43,15,44,25,24,26,35,21,21,16,12,37,15,9,17,8,22,44,24,28,22,8,9,14,42,36,43,36,34,11,3,10,34,19,28,8,1,21,42,30,41,20,37,23,26,3,15,28,18,29,7,43,23,34,32,40,15,36,44,12,11,12,18,13,22,6,30,16
5298,4,18,16,12,21,35,12,27,12,23,14,20,17,33,37,5,12,15,43,40,17,5,8,31,28,30,40,35,36,22,19,14,1,5,22,13,33,5,16,3,10,15,31,38,19,36,17,4,30,36,1,16,5,7,3,12,4,42,19,10,12,13,40,34,43,31,8,29,2,31,15,43,17,33,16,35,23,29,14,41,14,6,12,41,9,25,40,34,32,1
5299,14,21,26,1,28,13,21,10,7,44,3,6,9,24,31,16,35,39,8,38,41,32,3,31,8,14,35,3,11,17,23,35,31,20,2,36,11,6,2,18,42,19,15,33,7,9,29,4,25,39,21,19,24,39,22,16,39,18,40,4,27,25,37,3,41,31,40,10,40,32,24,21,43,42,31,22,36,39,26,43,39,19,21,39,27,9,12,11,27,23
5300,41,41,42,21,37,20,42,28,44,21,17,4,11,17,4,26,2,29,15,25,15,29,4,31,18,30,39,3,4,16,18,21,13,33,1,3,33,4,32,44,14,3,11,27,17,33,4,13,39,20,5,31,43,5,41,9,7,1,16,40,31,26,9,5,30,36,32,13,11,20,7,9,25,44,8,36,36,24,11,26,20,26,34,31,39,43,42,14,33,5
5301,25,15,18,37,13,29,28,27,17,39,4,5,26,9,3,37,24,20,38,7,17,3,42,2,8,44,22,30,28,17,21,36,30,23,41,30,38,27,6,28,31,2,41,38,13,15,1,15,13,9,40,43,41,19,10,1,2,14,32,5,15,6,8,10,4,10,25,26,5,8,16,37,14,15,31,4,3,2,31,18,18,18,29,18,12,23,5,6,34,34
5302,42,30,43,19,37,43,30,24,11,42,23,8,14,16,34,23,21,19,14,19,16,12,13,26,26,13,38,33,12,14,1,25,15,18,30,21,5,31,44,5,17,11,41,42,37,7,32,18,4,13,24,44,8,26,10,4,10,31,34,22,1,20,3,6,27,44,31,42,40,5,15,23,26,18,25,12,30,8,1,44,29,28,27,37,7,34,38,42,19,4
5303,15,6,25,15,41,30,3,13,39,41,2,26,29,41,6,8,34,10,18,4,43,19,2,25,13,13,10,9,44,32,35,43,20,4,25,8,16,1,39,25,8,15,10,37,2,30,20,15,43,38,13,37,26,33,18,1,15,19,7,26,8,27,13,16,24,5,29,33,15,22,15,37,9,36,35,32,22,15,43,34,30,4,44,30,30,4,8,24,33,32
5304,30,40,36,42,28,42,40,43,18,19,7,22,5,11,18,22,6,39,41,22,23,38,24,15,20,16,24,8,2,14,14,44,39,11,2,27,41,42,28,38,37,39,40,28,28,33,25,34,24,32,30,13,8,32,32,13,27,27,29,40,29,33,40,8,43,11,19,30,36,15,38,11,35,28,21,20,4,26,19,10,2,40,30,22,39,40,33,43,9,29
5305,4,36,31,7,24,17,18,28,5,17,18,23,15,18,34,18,27,20,40,19,26,32,8,36,23,33,25,5,5,29,18,2,29,41,2,27,32,42,34,20,1,30,14,43,43,37,7,30,20,6,27,24,14,32,22,4,38,11,25,32,19,20,42,15,30,9,19,13,34,17,39,2,40,30,25,27,23,28,29,44,12,42,14,28,26,33,44,8,42,37
5306,23,40,24,27,11,31,19,8,7,41,40,40,33,23,22,11,19,21,39,1,17,32,38,37,25,13,2,22,2,10,8,31,18,36,33,20,18,32,34,35,7,19,4,14,8,28,29,21,14,26,38,40,29,31,3,26,29,21,28,21,33,10,16,22,30,31,35,38,13,20,39,17,5,41,3,43,13,41,1,17,10,1,25,22,19,30,28,22,44,7
5307,38,44,16,39,32,20,20,34,29,29,13,18,21,2,36,20,27,39,36,15,24,38,38,36,8,28,30,31,34,2,38,7,36,12,31,39,23,42,21,31,30,10,3,42,10,24,14,8,10,27,31,30,15,29,22,6,9,23,20,38,11,23,1,10,10,26,11,42,7,35,44,18,3,38,42,2,33,2,41,42,39,17,7,19,38,35,27,22,9,23
5308,2,19,13,12,18,26,29,18,20,41,18,32,6,32,16,25,23,28,38,8,38,22,1,10,41,44,11,13,20,24,32,24,34,27,40,32,13,2,9,18,29,13,25,2,34,26,24,37,33,23,22,38,42,37,14,9,22,29,13,2,30,35,36,39,22,27,19,28,39,42,8,20,12,38,3,6,29,31,24,30,26,29,25,4,38,23,42,6,36,28
5309,2,15,3,42,23,6,21,41,35,7,19,23,17,3,12,1,33,32,20,14,41,29,9,22,31,18,9,10,38,6,6,6,26,8,38,10,4,36,13,26,15,41,32,44,12,2,3,32,22,19,35,34,44,41,9,31,26,28,24,38,19,32,33,32,28,17,15,1,17,13,7,12,20,6,8,3,35,6,42,12,5,23,38,36,35,2,39,16,37,23
5310,19,13,2,7,43,30,10,36,7,23,8,15,38,25,40,43,34,11,16,34,40,30,38,38,16,37,8,39,14,31,1,37,33,5,13,9,42,35,8,4,13,44,33,19,9,16,27,37,13,43,32,36,41,34,7,22,26,13,7,24,11,42,20,44,14,34,35,20,27,6,1,23,7,1,2,37,30,44,10,10,24,9,6,18,21,13,32,43,22,12
5311,21,27,25,31,23,43,31,34,1,14,42,27,5,18,43,4,2,4,34,3,35,34,41,21,12,13,23,17,44,18,21,39,5,38,21,19,35,37,40,31,9,39,24,15,22,36,4,21,1,19,35,17,14,21,26,7,37,27,37,24,21,17,15,8,31,2,12,5,4,24,26,40,5,41,21,4,39,28,21,1,5,36,2,6,35,15,12,12,30,17
5312,33,32,41,3,27,3,26,22,37,13,15,27,27,32,8,11,7,25,6,5,37,33,30,27,26,6,7,15,17,18,28,7,43,21,40,44,22,42,39,29,2,36,32,42,35,35,13,31,1,14,35,25,23,38,26,30,39,8,11,11,37,12,24,22,28,34,15,9,27,11,28,4,38,31,22,15,21,2,25,2,12,16,33,2,33,17,14,11,9,29
5313,32,23,13,39,5,4,8,21,41,27,34,6,27,7,32,43,16,6,2,25,3,31,18,28,4,6,13,2,29,39,37,38,28,29,27,32,3,28,37,27,7,17,12,29,7,1,12,15,34,11,44,19,19,18,5,25,27,27,32,41,29,13,23,16,33,44,22,14,43,24,38,19,21,30,22,44,10,40,26,44,27,19,16,9,29,21,2,4,4,9
5314,18,18,16,8,5,22,33,23,41,43,6,42,38,44,39,16,2,15,31,18,26,25,38,40,2,33,25,32,35,21,18,3,22,33,14,3,4,2,38,8,44,10,20,11,17,16,34,20,10,2,29,33,14,6,28,41,25,34,20,1,35,25,14,25,11,25,2,43,17,30,27,27,32,37,21,9,30,42,38,3,15,13,10,22,35,2,33,4,4,1
5315,23,5,12,35,29,30,38,6,9,27,6,27,1,33,28,36,44,18,43,28,12,13,24,2,33,21,25,4,26,42,15,25,28,11,13,2,30,25,32,33,18,44,27,1,14,42,44,24,33,26,22,19,30,22,42,4,33,6,13,32,22,4,5,3,39,34,14,39,13,20,36,39,29,1,43,8,12,25,1,43,15,44,41,6,5,1,24,30,40,7
5316,14,29,5,7,3,7,18,12,29,31,22,30,35,15,28,32,24,44,38,20,34,42,22,21,9,37,5,33,28,44,35,39,44,26,5,14,4,10,19,37,17,11,10,13,15,41,9,12,4,1,42,8,10,1,18,29,27,17,4,36,24,23,37,20,33,8,12,8,5,11,5,24,5,34,23,42,41,32,43,24,13,11,1,6,33,17,36,18,33,38
5317,42,24,18,15,4,40,25,8,24,28,26,17,20,24,44,38,1,17,34,31,24,5,30,23,11,19,37,2,25,13,15,43,10,15,44,42,8,39,20,38,10,42,23,24,37,1,4,11,22,40,24,30,26,18,1,17,6,7,1,44,36,15,4,37,41,30,41,34,8,41,32,10,19,41,40,10,19,18,37,33,11,14,35,6,26,16,28,36,38,37
5318,30,9,10,26,2,8,3,11,20,38,28,33,33,32,24,1,30,11,6,31,12,42,40,15,38,24,4,7,1,38,29,24,35,36,39,7,28,9,10,31,1,31,29,1,39,35,21,20,41,14,1,26,6,43,36,17,14,3,29,12,1,4,22,41,34,40,31,2,5,8,13,29,15,11,9,2,16,11,39,38,1,19,32,19,17,2,30,43,32,34
5319,24,5,17,21,8,42,43,13,39,3,13,30,4,16,24,12,41,19,42,21,7,36,37,18,18,25,38,17,24,21,2,21,42,14,16,18,24,27,4,12,36,36,10,3,41,1,11,37,7,6,35,17,36,4,6,12,2,22,4,30,36,32,40,10,2,11,20,37,7,13,10,8,18,42,40,19,25,12,1,12,16,41,32,35,43,30,24,35,2,8
5320,15,9,29,25,12,39,33,20,21,16,19,4,15,35,17,17,20,28,31,5,17,27,10,41,40,12,12,8,25,39,6,2,37,19,24,29,19,13,26,21,40,35,40,1,4,34,40,14,31,29,43,4,35,28,29,7,41,40,39,35,35,6,33,43,37,40,4,40,6,7,14,35,18,13,6,6,12,38,30,44,39,38,28,41,44,19,20,28,2,37
5321,37,36,5,22,42,2,30,35,20,44,35,12,25,36,14,38,27,33,43,2,32,12,8,21,5,12,22,28,12,11,31,24,42,19,43,37,30,34,15,25,26,18,10,21,41,32,44,44,22,13,21,25,44,41,41,44,41,14,34,34,16,3,24,9,34,13,6,6,16,25,27,32,6,36,15,4,13,28,6,22,4,18,2,28,9,42,17,18,39,27
5322,16,40,25,31,16,33,39,8,41,17,30,1,12,40,24,16,24,10,44,34,37,26,15,44,44,40,38,42,9,41,6,2,40,25,8,1,40,12,18,20,4,21,24,10,2,44,8,19,28,9,9,15,42,34,39,38,16,26,37,25,42,8,35,14,4,9,25,6,36,35,35,2,10,31,2,24,43,5,7,8,27,1,6,31,29,36,12,33,22,32
5323,27,37,11,11,24,42,36,17,21,38,19,24,44,22,10,9,40,3,16,5,13,4,16,25,37,12,11,22,28,7,7,41,39,21,8,31,34,44,30,18,1,36,34,37,15,42,6,13,23,19,31,6,31,27,19,40,22,11,34,28,37,13,13,4,22,28,1,17,13,28,25,14,34,28,30,16,5,18,3,40,34,44,25,16,28,44,22,41,39,26
5324,1,5,28,5,25,37,8,8,29,38,37,40,35,6,27,8,24,16,41,40,5,37,43,16,44,1,39,16,10,27,24,43,24,28,21,23,28,33,39,33,27,35,1,24,8,14,20,5,7,39,17,43,44,13,28,11,24,16,41,14,2,12,14,44,32,43,38,35,33,8,16,24,8,37,29,38,32,24,14,1,13,31,23,2,38,3,41,29,22,42
5325,4,33,26,7,23,38,13,15,6,12,40,8,12,14,26,8,34,10,21,34,27,34,33,42,40,7,38,21,11,14,31,28,19,37,13,19,14,4,10,24,25,22,24,13,3,21,13,2,36,19,28,37,12,37,6,10,17,11,19,28,22,42,8,31,25,14,19,29,22,23,42,33,19,35,30,6,26,16,14,42,22,33,37,8,34,15,18,16,4,40
5326,4,27,44,10,21,9,41,6,20,26,33,6,15,15,37,22,17,31,14,37,14,6,29,41,37,1,1,24,33,24,3,24,26,32,20,26,24,36,13,20,21,29,4,43,10,44,21,8,1,5,11,23,19,35,21,8,41,36,10,34,5,15,21,17,2,14,40,6,38,7,37,18,32,29,31,39,39,36,25,9,12,12,42,36,17,42,33,29,17,23
5327,22,33,33,38,3,43,32,18,36,32,23,36,13,24,2,39,16,21,16,24,21,33,16,40,11,12,24,23,29,4,11,38,30,17,14,1,23,40,16,25,7,28,29,6,26,5,19,1,25,12,3,42,1,24,8,29,36,31,36,8,4,36,16,33,22,3,22,13,31,9,1,26,28,6,30,12,21,14,23,17,29,7,6,5,19,33,33,9,40,22
5328,12,36,13,11,40,27,18,6,20,2,41,29,10,42,40,38,38,16,13,2,7,38,37,10,24,5,26,35,2,14,27,15,16,25,28,33,27,28,43,37,43,40,36,14,26,5,9,11,24,16,4,17,2,26,15,27,36,26,7,28,31,28,32,35,43,28,37,27,18,44,3,22,17,44,1,7,34,6,11,44,27,18,43,34,1,37,6,23,18,35
5329,35,18,1,37,38,6,33,23,39,17,15,18,11,30,22,41,40,4,19,23,17,43,14,13,10,16,6,41,30,9,15,19,34,39,40,21,37,22,10,20,2,28,37,37,35,30,32,24,40,7,23,17,27,1,18,6,21,29,18,40,14,40,23,6,39,33,13,35,6,28,36,34,7,32,35,27,30,6,24,6,5,8,5,26,12,10,5,43,18,40
5330,10,42,22,19,38,22,13,33,42,3,35,20,7,43,30,19,17,35,32,33,44,24,13,42,1,17,12,31,7,17,41,15,22,24,15,44,41,38,10,36,33,13,17,30,4,11,38,36,32,13,44,18,36,23,37,2,36,32,21,34,28,31,38,12,30,42,31,23,10,40,29,17,41,7,22,30,42,15,30,13,41,3,21,39,28,13,41,44,1,12
5331,14,23,10,34,30,39,39,43,26,7,7,15,32,13,31,26,35,34,5,1,37,31,24,2,12,24,9,26,15,4,40,33,18,20,13,31,37,21,33,21,4,16,22,43,11,39,9,44,9,22,9,41,8,13,15,9,24,35,38,18,17,3,10,12,44,41,33,1,8,7,6,31,26,11,3,43,3,12,40,37,31,27,22,13,4,14,17,5,12,38
5332,8,35,6,21,3,24,16,2,28,25,15,35,18,24,1,19,16,2,19,16,21,26,44,43,39,30,26,8,10,4,27,39,35,36,8,13,43,14,29,41,13,35,36,43,12,35,18,33,2,28,9,21,29,26,27,42,42,20,30,13,8,28,15,3,10,28,21,19,29,5,34,5,26,7,19,28,41,31,29,36,22,29,27,28,1,1,5,28,43,17
5333,25,26,21,15,21,14,9,5,43,25,27,38,1,40,9,42,26,37,1,20,44,24,21,19,31,15,34,19,1,34,31,29,6,5,40,18,18,3,22,4,37,26,38,12,37,37,13,44,13,35,13,33,34,10,3,13,26,15,39,16,39,33,40,7,8,29,25,44,36,37,10,13,17,25,24,5,33,11,14,14,27,20,22,5,37,7,21,4,3,32
5334,27,32,22,1,34,2,18,30,22,16,27,7,4,26,33,1,5,18,29,4,33,28,1,43,6,36,27,17,30,22,25,37,42,23,4,1,34,9,29,39,39,20,28,20,31,23,19,27,20,6,24,10,7,12,38,2,19,31,8,5,19,44,40,44,5,10,32,4,31,24,12,4,37,36,42,42,29,7,13,4,19,22,24,1,32,30,28,24,11,36
5335,15,27,11,36,21,22,8,36,38,11,11,29,35,4,16,14,24,32,12,5,2,33,32,28,5,25,24,39,11,37,12,18,31,30,15,26,17,16,40,39,6,13,5,13,38,27,38,43,36,25,1,14,7,24,33,12,33,22,9,23,20,17,13,16,2,39,16,19,43,16,33,37,29,27,29,14,32,28,7,26,38,15,21,19,17,6,41,19,1,4
5336,15,29,41,29,21,36,16,9,22,9,24,1,39,6,15,31,17,14,33,31,17,39,21,4,10,20,25,21,24,41,30,25,23,27,39,12,30,21,10,21,14,41,35,14,24,43,5,23,26,42,10,18,2,44,44,14,18,34,30,17,11,3,25,23,33,8,16,17,4,22,42,19,35,12,32,6,44,23,10,29,24,2,29,37,25,5,9,3,13,35
5337,18,12,19,6,25,26,11,28,32,27,15,11,4,5,11,18,38,9,40,29,8,9,16,8,27,25,39,12,37,42,19,5,21,44,44,16,9,34,21,37,9,29,35,12,16,42,42,13,35,14,35,31,24,16,13,9,26,17,13,44,32,23,11,17,12,1,30,9,3,6,11,2,9,44,26,30,6,10,25,44,20,14,38,3,35,10,8,4,10,28
5338,19,37,34,17,16,32,28,13,18,23,29,28,1,20,5,10,17,25,36,26,19,34,34,9,28,22,36,22,35,27,37,17,22,15,27,30,20,6,39,21,23,44,3,42,26,8,29,31,21,42,33,1,40,24,36,34,9,22,7,6,21,29,38,27,25,17,8,30,20,18,20,21,41,34,2,42,24,27,13,40,9,4,24,14,39,44,40,18,28,29
5339,16,40,29,37,43,33,25,36,18,42,9,16,27,34,2,23,10,7,35,37,38,3,9,9,25,28,20,23,15,37,9,35,19,12,15,13,11,7,40,1,29,21,38,8,18,29,13,26,39,18,42,37,30,15,35,28,31,16,6,22,43,8,6,21,3,29,26,11,36,6,20,43,11,9,23,29,8,38,31,15,43,27,17,39,7,17,6,42,13,9
5340,5,44,31,5,3,14,2,33,34,23,35,21,31,5,27,30,34,38,6,19,40,19,17,10,38,34,22,5,44,35,2,33,15,35,21,35,9,37,36,35,22,14,27,14,13,14,22,38,34,19,7,26,29,17,20,22,34,21,44,11,38,28,44,42,41,24,15,8,37,4,5,20,30,39,7,30,21,1,25,43,42,36,21,39,5,5,23,36,28,33
5341,4,37,4,12,44,2,1,34,28,19,9,5,24,29,35,18,37,34,33,17,26,1,40,32,25,44,41,11,16,29,26,30,24,16,36,26,20,39,16,21,42,9,42,18,36,44,34,44,10,4,40,25,14,19,12,16,38,6,31,37,9,35,13,30,32,9,34,6,2,17,39,23,7,33,18,15,41,29,43,41,29,44,11,6,23,44,21,3,38,25
5342,18,34,4,12,30,44,7,41,7,38,22,38,41,19,17,27,4,35,11,6,19,10,33,20,38,14,30,7,10,21,12,36,24,29,42,41,20,34,21,19,13,23,5,27,13,28,38,43,16,25,28,23,22,44,23,41,22,39,38,20,44,9,11,30,7,44,40,10,20,29,6,43,32,33,16,43,14,13,28,14,29,11,34,27,5,4,12,15,20,33
5343,22,44,8,27,14,2,39,8,43,5,9,15,20,14,8,17,25,42,21,28,29,38,17,42,37,37,39,29,13,1,27,8,36,38,21,22,39,30,41,40,7,7,29,13,38,41,39,4,3,19,32,27,35,7,28,9,31,31,19,37,41,18,33,27,27,12,43,22,8,18,42,24,4,36,6,20,41,18,31,8,30,10,5,21,30,29,40,17,7,15
5344,37,2,39,11,9,33,33,42,2,19,3,12,11,6,15,7,42,32,9,3,35,1,19,25,39,21,33,6,14,28,35,2,43,7,16,29,15,20,4,9,9,44,13,1,20,4,1,38,35,2,28,12,32,33,32,30,16,25,10,22,38,40,16,15,23,19,29,37,26,7,40,37,36,27,29,38,9,34,27,27,6,18,37,34,14,35,8,23,27,1
5345,28,31,44,16,23,34,25,27,11,25,10,26,43,25,18,9,4,28,26,22,34,39,32,30,39,41,9,1,10,9,3,13,41,23,43,26,14,42,4,11,6,43,28,3,13,2,19,34,39,14,22,39,21,40,5,17,41,20,38,13,44,9,8,29,34,20,3,42,27,19,13,3,24,26,12,32,11,8,43,6,34,44,32,22,33,11,3,33,15,11
5346,8,13,17,38,31,41,16,13,10,4,4,13,35,27,39,14,32,37,13,21,33,18,43,33,32,33,44,42,16,43,29,17,16,28,6,5,33,38,36,9,18,2,25,8,36,37,28,34,41,26,13,13,7,13,9,9,8,26,17,13,34,17,22,13,13,29,8,27,18,29,1,13,38,36,35,21,22,37,13,33,14,7,8,26,25,19,36,33,23,20
5347,24,39,24,19,22,24,19,37,32,40,30,8,13,15,28,2,40,24,16,7,4,23,20,10,12,33,35,32,14,29,4,36,38,5,20,42,11,33,25,27,40,36,1,6,1,34,3,30,13,38,1,38,21,30,34,18,24,30,4,5,6,28,17,12,19,30,40,41,32,37,42,1,28,4,11,8,34,1,29,37,17,4,2,9,29,9,29,40,11,33
